255,82,0,255
255,96,0,255
255,109,0,255
255,123,0,255
255,147,0,255
255,165,33,255
255,178,87,255
255,187,123,255
255,187,123,255
255,187,123,255
255,187,123,255
255,189,126,255
255,191,129,255
255,193,133,255
255,197,142,255
255,207,160,255
255,217,177,255
255,226,192,255
255,232,204,255
255,240,220,255
255,244,231,255
255,245,235,255
255,247,243,255
255,249,247,255
254,249,252,255
251,248,255,255
243,243,255,255
235,236,255,255
228,232,255,255
222,228,255,255
215,224,255,255
208,220,255,255
202,216,255,255
197,213,255,255
193,210,255,255
190,208,255,255
188,206,255,255
186,204,255,255
185,203,255,255
182,201,255,255
178,198,255,255
