215,53,216,255
180,0,183,255
171,31,253,255
140,13,220,255
113,5,187,255
89,2,150,255
65,0,112,255
0,44,141,255
2,58,165,255
6,77,188,255
15,99,204,255
26,118,220,255
3,175,243,255
47,207,252,255
81,230,253,255
148,245,255,255
195,252,255,255
23,194,95,255
16,216,57,255
12,234,8,255
65,244,4,255
113,253,0,255
244,250,64,255
251,235,39,255
253,213,29,255
253,201,21,255
254,181,16,255
253,129,37,255
250,107,28,255
245,82,22,255
241,45,11,255
228,0,0,255
169,0,0,255
145,19,19,255
120,34,34,255
90,39,39,255
65,34,34,255
99,71,71,255
113,86,86,255
124,99,99,255
134,118,118,255
150,140,140,255
