38,82,102,255
41,86,108,255
43,91,114,255
45,96,120,255
47,101,126,255
50,106,133,255
52,111,139,255
54,116,145,255
57,121,151,255
59,126,157,255
61,131,163,255
64,135,169,255
66,140,175,255
68,145,182,255
70,150,188,255
73,155,194,255
75,160,200,255
83,167,206,255
103,177,212,255
123,187,217,255
172,218,235,255
234,239,209,255
242,226,152,255
238,212,140,255
240,212,144,255
242,212,148,255
243,212,152,255
245,212,156,255
236,206,181,255
232,210,187,255
228,215,194,255
224,219,200,255
224,226,206,255
232,238,214,255
245,245,230,255
245,242,225,255
245,239,220,255
245,238,218,255
245,240,222,255
245,242,226,255
245,245,230,255
