88.66,50.97,21.69,255
132.08,95.7,63.88,255
168.81,136.66,108.1,255
195.54,171.77,149.61,255
210.46,200.76,186.36,255
213.19,225.14,219.05,255
198.15,236.61,237.99,255
175.54,237.42,245.72,255
149.27,228.67,244.31,255
120.46,207.26,230.77,255
87.46,165.91,197.04,255
