233.97,0,100.43,255
236.40,0,75.40,255
239.01,0,23.15,255
219.53,60.40,0,255
203.14,79.75,0,255
190.71,90.39,0,255
180.71,97.43,0,255
172.29,102.57,0,255
164.93,106.57,0,255
158.31,109.84,0,255
152.18,112.62,0,255
146.35,115.06,0,255
140.69,117.26,0,255
135.05,119.29,0,255
129.30,121.22,0,255
123.30,123.08,0,255
116.88,124.91,0,255
109.79,126.76,0,255
101.70,128.66,0,255
92.05,130.66,0,255
79.84,132.80,0,255
62.72,135.16,0,255
31.25,137.82,0,255
0,138.23,43.45,255
0,137.43,67.08,255
0,136.76,81.14,255
0,136.18,91.26,255
0,135.67,99.20,255
0,135.20,105.81,255
0,134.76,111.52,255
0,134.34,116.64,255
0,133.93,121.36,255
0,133.52,125.83,255
0,133.11,130.14,255
0,132.68,134.41,255
0,132.22,138.74,255
0,131.73,143.21,255
0,131.19,147.94,255
0,130.57,153.08,255
0,129.84,158.80,255
0,128.96,165.37,255
0,127.83,173.20,255
0,126.32,182.93,255
0,124.12,195.75,255
0,120.54,214.03,255
0,113.45,243.62,255
75.04,103.01,255,255
113.20,92.12,255,255
140.08,79.17,255,255
162.33,62.33,255,255
182.25,35.35,255,255
195.71,0,247.07,255
201.96,0,232.69,255
206.86,0,220.08,255
210.87,0,208.66,255
214.29,0,198,255
217.28,0,187.77,255
219.99,0,177.70,255
222.49,0,167.53,255
224.85,0,156.95,255
227.13,0,145.62,255
229.38,0,133.05,255
231.65,0,118.47,255
233.97,0,100.43,255
